transaction_id,account_id,amount,transaction_date,merchant_id
805,188,708.24,2023-05-13,18
806,527,305.8,2023-05-01,12
807,170,748.63,2023-05-29,12
808,451,508.26,2023-09-26,13
809,310,-294.22,2022-08-16,14
810,570,411.34,2022-03-01,15
811,196,557.47,2022-01-03,13
812,117,6.44,2022-11-27,10
813,333,937.09,2022-05-04,12
814,259,-33.51,2023-07-16,19
815,211,593.78,2022-12-03,10
816,626,369.88,2022-06-12,15
817,249,704.56,2023-02-09,13
818,319,693.51,2023-06-20,15
819,305,476.12,2022-10-23,10
820,310,773.04,2022-01-24,17
821,323,394.63,2023-01-30,19
822,258,-360.81,2022-07-15,13
823,581,841.41,2023-01-04,13
824,572,324.56,2022-06-15,12
825,433,246.16,2022-12-22,20
826,505,-194.64,2022-05-03,12
827,425,88.51,2022-10-25,19
828,119,751.51,2023-09-01,16
829,423,212.75,2023-01-15,15
830,220,-339.12,2023-01-29,11
831,371,-380.47,2022-05-21,14
832,569,674.84,2022-09-15,11
833,430,-171.7,2023-09-13,16
834,164,-212.12,2023-07-07,19
835,157,-376.9,2023-12-02,19
836,642,284.92,2023-11-10,18
837,448,109.96,2022-07-06,20
838,142,437.91,2022-01-18,11
839,517,-292.61,2024-01-01,10
840,503,279.91,2023-02-23,15
841,651,578.33,2022-02-26,10
842,510,652.95,2022-08-19,19
843,291,600.43,2022-10-30,14
844,301,-167.2,2022-05-21,16
845,361,946.96,2023-11-27,11
846,194,944.77,2023-11-26,11
847,287,902.64,2022-04-07,15
848,181,828.55,2022-05-31,20
849,162,132.91,2023-08-11,13
850,314,-83.62,2023-06-25,14
851,113,934.7,2022-11-09,20
852,431,259.03,2022-07-07,12
853,480,-297.98,2023-03-08,14
854,108,64.98,2022-10-20,19
855,444,-280.74,2023-07-29,11
856,152,-92.3,2023-07-18,18
857,672,-61.14,2022-02-06,14
858,481,-410.13,2022-10-07,13
859,524,622.36,2023-04-20,15
860,648,808.37,2023-08-31,19
861,526,177.78,2022-01-30,20
862,635,-86.15,2022-06-27,18
863,255,-298.39,2022-04-01,12
864,104,92.56,2022-11-24,18
865,563,938.35,2023-07-11,16
866,107,-368.83,2023-03-11,15
867,444,-310.7,2023-11-02,19
868,219,922.37,2023-02-25,11
869,611,837.82,2023-08-29,10
870,498,610.83,2023-08-04,12
871,323,-122.22,2022-06-13,15
872,691,3.79,2023-01-25,15
873,368,494.95,2022-10-05,13
874,589,833.67,2022-03-16,14
875,489,-67.23,2022-01-05,16
876,198,200.89,2022-07-17,13
877,157,322.94,2023-03-05,13
878,184,-36.19,2022-03-04,15
879,499,-248.7,2023-06-07,12
880,317,-17.28,2022-05-22,10
881,592,663.65,2023-05-05,14
882,593,928.42,2023-06-18,14
883,245,117.36,2023-03-23,15
884,206,-479.14,2023-11-20,13
885,425,765.39,2023-04-07,14
886,604,-350.53,2022-08-23,10
887,184,697.7,2022-02-27,11
888,399,388.42,2023-12-19,11
889,608,-176.6,2023-11-17,15
890,152,794.27,2023-09-25,19
891,334,-394.35,2022-04-08,11
892,410,400.65,2023-02-28,14
893,492,-320.01,2023-06-12,11
894,595,974.6,2023-01-27,20
895,313,507.89,2022-09-14,18
896,348,459.35,2022-02-22,16
897,580,-252.45,2023-04-29,19
898,654,730.41,2023-03-19,20
899,262,950.18,2023-05-06,12
900,671,22.75,2023-11-02,20
901,491,-149.37,2022-04-04,19
902,145,905.65,2022-06-18,14
903,226,793.09,2023-12-13,19
904,421,256.64,2022-07-07,19
905,261,838.99,2022-09-14,15
906,534,-252.34,2022-03-26,14
907,181,302.35,2022-09-10,17
908,186,-493.81,2022-11-24,10
909,257,41.05,2023-08-28,14
910,309,636.49,2022-10-01,17
911,623,616.12,2023-11-16,18
912,632,159.87,2022-01-11,12
913,423,902.01,2023-08-31,15
914,512,-354.74,2023-01-12,19
915,225,302.2,2022-03-09,16
916,592,579.14,2023-06-25,12
917,147,747.06,2023-05-19,18
918,408,-409.08,2023-03-18,10
919,328,836.38,2023-12-06,18
920,661,-196.92,2023-02-17,17
921,382,-78.77,2022-11-16,13
922,243,666.01,2022-08-02,10
923,356,-252.37,2023-07-15,15
924,473,668.94,2022-02-10,17
925,128,-345.33,2023-12-28,14
926,515,450.61,2023-08-21,20
927,310,875.66,2023-07-13,16
928,408,-31.78,2023-03-25,14
929,404,228.73,2022-10-25,13
930,283,23.67,2022-02-23,12
931,154,124.48,2023-06-11,15
932,586,924.79,2022-04-05,13
933,572,-66.01,2023-11-19,20
934,572,-138.23,2022-08-13,12
935,461,-412.51,2022-08-21,12
936,332,881.51,2023-10-12,11
937,690,-433.98,2022-03-17,14
938,455,788.23,2023-02-15,15
939,540,970.54,2022-05-18,18
940,516,-48.22,2022-08-05,19
941,406,418.24,2022-04-12,13
942,424,728.06,2023-10-20,13
943,465,626.0,2023-05-01,18
944,311,274.5,2023-10-18,13
945,385,75.01,2022-05-24,18
946,359,-76.78,2023-10-31,20
947,567,-420.62,2022-03-26,17
948,171,-89.37,2022-12-10,18
949,170,52.04,2023-09-16,14
950,686,-349.24,2023-12-15,12
951,489,-141.5,2023-10-21,13
952,679,774.18,2023-05-14,11
953,547,644.12,2023-11-29,12
954,241,166.51,2023-08-19,16
955,500,-158.99,2022-05-02,14
956,243,694.04,2022-10-22,20
957,597,38.26,2023-03-19,14
958,303,870.38,2023-03-26,13
959,266,919.27,2023-12-19,18
960,666,363.79,2023-04-16,19
961,537,181.99,2023-07-17,14
962,114,-287.5,2022-03-08,15
963,337,485.19,2022-11-08,11
964,263,673.79,2023-07-17,17
965,602,-69.98,2022-04-08,16
966,492,787.41,2023-04-05,19
967,287,701.93,2022-09-22,10
968,494,240.94,2022-03-30,15
969,648,506.4,2022-07-03,14
970,300,-402.99,2023-05-17,11
971,472,400.03,2023-01-27,12
972,684,910.51,2022-04-24,13
973,586,667.52,2022-09-15,16
974,624,-263.82,2023-06-27,11
975,567,885.9,2023-07-23,15
976,463,462.05,2022-11-03,11
977,199,72.42,2022-05-03,12
978,678,0.15,2023-03-19,10
979,316,714.76,2023-10-12,20
980,424,302.86,2022-02-27,13
981,536,169.05,2022-12-24,16
982,643,890.01,2022-10-15,18
983,350,-12.57,2023-06-03,11
984,392,-64.48,2022-06-06,14
985,699,656.61,2023-05-14,14
986,331,-212.19,2022-08-10,20
987,302,-52.03,2023-06-05,16
988,464,934.66,2023-01-13,10
989,233,995.33,2022-02-12,18
990,609,322.38,2023-06-12,20
991,670,-282.44,2023-05-24,10
992,644,-314.04,2022-07-05,13
993,678,281.98,2023-09-06,19
994,425,-105.54,2023-11-14,19
995,353,2.2,2023-07-28,17
996,603,345.39,2023-06-04,11
997,433,397.76,2022-12-11,18
998,497,912.06,2022-06-07,17
999,667,675.58,2023-09-20,16
1000,466,-82.05,2023-06-12,15
1001,370,-177.58,2022-11-15,16
1002,494,-37.23,2023-11-13,11
1003,404,927.54,2022-05-21,11
1004,560,161.52,2022-02-10,20
1005,190,-15.31,2023-03-30,12
1006,322,5.22,2022-01-11,14
1007,520,328.87,2023-08-03,17
1008,239,858.03,2023-03-30,19
1009,574,-235.46,2022-07-29,20
1010,566,-89.32,2022-12-24,13
1011,191,113.78,2022-04-26,13
1012,164,-184.58,2023-08-14,11
1013,450,886.19,2023-05-02,14
1014,653,561.44,2022-04-25,17
1015,188,901.91,2023-01-14,20
1016,343,934.12,2022-05-31,12
1017,161,-242.87,2022-05-25,11
1018,223,132.37,2023-05-22,10
1019,674,358.67,2023-10-25,19
1020,408,526.43,2022-01-29,19
1021,289,191.57,2022-02-03,11
1022,464,-396.32,2023-03-14,16
1023,601,307.13,2022-07-22,14
1024,405,986.67,2022-03-07,18
1025,231,-4.74,2022-12-29,13
1026,145,448.85,2023-11-21,18
1027,327,-489.54,2023-01-27,14
1028,162,721.87,2022-07-17,11
1029,668,-25.94,2022-04-30,17
1030,140,777.57,2023-11-08,10
1031,368,710.15,2022-09-02,12
1032,168,-266.66,2022-02-07,17
1033,651,264.4,2022-11-29,16
1034,235,-330.65,2023-12-04,10
1035,131,-110.92,2022-03-11,10
1036,339,-67.27,2022-08-09,11
1037,120,-99.62,2022-11-15,13
1038,540,829.44,2023-07-05,14
1039,594,467.55,2023-05-02,17
1040,359,65.27,2022-04-03,19
1041,538,-87.98,2023-10-19,14
1042,630,673.91,2022-03-28,17
1043,365,641.76,2022-02-17,14
1044,616,-451.66,2023-09-02,20
1045,600,637.91,2023-07-30,15
1046,433,925.87,2023-08-04,15
1047,407,196.96,2023-06-24,20
1048,646,868.23,2022-08-27,14
1049,282,89.9,2023-07-18,10
1050,204,230.52,2022-07-29,10
1051,170,-462.54,2022-01-21,17
1052,619,-78.94,2022-10-01,15
1053,691,-162.5,2023-08-18,11
1054,467,756.45,2023-10-16,20
1055,615,558.57,2023-02-09,17
1056,174,788.37,2023-10-21,20
1057,300,69.84,2023-07-01,19
1058,665,576.7,2022-03-01,14
1059,317,817.58,2023-01-19,18
1060,592,949.43,2023-07-14,10
1061,624,-175.57,2022-05-14,12
1062,667,594.91,2022-12-24,19
1063,482,-46.24,2022-10-23,17
1064,488,893.34,2022-03-15,17
1065,658,610.18,2022-04-17,18
1066,183,-435.84,2022-09-09,19
1067,175,-191.75,2022-02-17,12
1068,171,286.23,2023-06-24,18
1069,490,-46.05,2022-05-05,15
1070,157,-463.38,2022-01-21,14
1071,636,-400.38,2023-12-16,20
1072,595,-49.04,2023-01-12,15
1073,379,892.34,2023-07-02,12
1074,246,750.24,2023-04-13,12
1075,663,856.82,2022-05-23,20
1076,312,151.22,2023-05-07,17
1077,331,771.56,2023-05-24,15
1078,340,-382.65,2023-01-08,20
1079,405,-431.68,2022-12-12,19
1080,448,-21.87,2023-12-11,19
1081,432,675.94,2023-12-20,12
1082,450,-485.05,2022-05-25,17
1083,686,414.06,2022-04-01,19
1084,121,883.79,2023-01-10,19
1085,301,738.61,2022-07-31,18
1086,287,-455.17,2023-02-02,18
1087,332,-86.01,2022-02-20,16
1088,658,97.37,2023-01-16,11
1089,291,408.3,2022-01-30,15
1090,161,466.43,2023-10-30,19
1091,208,993.34,2023-11-30,14
1092,283,27.1,2023-10-23,15
1093,418,20.46,2023-08-20,19
1094,249,789.15,2023-12-29,12
1095,601,605.55,2022-10-03,12
1096,364,84.69,2022-06-15,14
1097,244,468.05,2023-12-30,20
1098,331,121.4,2022-04-10,15
1099,165,3.76,2022-03-07,18
1100,460,-53.33,2023-02-10,16
1101,481,-324.44,2022-12-29,11
1102,485,548.33,2023-02-26,20
1103,304,-458.46,2022-08-13,19
1104,628,99.09,2023-08-01,16
1105,699,253.09,2022-08-22,11
1106,687,594.0,2023-07-03,18
1107,418,601.85,2023-12-17,16
1108,374,-10.65,2022-06-18,10
1109,492,519.92,2022-05-08,17
1110,402,901.04,2023-05-29,15
1111,518,769.07,2023-03-15,18
1112,198,-286.91,2022-09-30,20
1113,208,784.61,2023-06-12,19
1114,320,984.87,2022-01-18,16
1115,213,396.26,2022-05-26,11
1116,471,-183.65,2022-08-23,20
1117,260,175.74,2023-03-10,13
1118,536,672.87,2022-04-14,15
1119,148,978.38,2023-11-26,13
1120,591,387.92,2023-11-06,16
1121,487,78.84,2023-05-12,20
1122,491,-282.62,2023-02-06,19
1123,293,541.88,2022-06-12,11
1124,154,13.49,2022-08-14,18
1125,544,749.45,2023-04-23,15
1126,453,14.82,2022-11-12,12
1127,492,-442.3,2023-07-14,11
1128,698,211.42,2022-01-07,10
1129,145,54.36,2022-04-26,11
1130,447,43.57,2023-12-27,17
1131,324,93.49,2022-11-30,19
1132,216,840.85,2023-12-08,16
1133,105,519.32,2022-03-13,11
1134,393,738.49,2023-12-03,17
1135,322,236.1,2022-08-18,14
1136,119,-24.11,2023-11-29,11
1137,320,-423.6,2023-12-06,13
1138,577,-235.67,2022-08-10,18
1139,237,413.13,2022-06-19,15
1140,236,454.87,2022-10-17,20
1141,692,141.64,2022-09-07,13
1142,520,-193.55,2023-07-21,12
1143,253,-145.39,2022-07-23,20
1144,661,419.08,2023-01-16,17
1145,647,-295.64,2023-10-19,10
1146,516,109.8,2023-07-05,12
1147,292,-365.55,2023-07-25,19
1148,697,633.41,2022-06-27,16
1149,488,209.2,2023-05-27,13
1150,460,192.91,2023-06-22,13
1151,552,546.58,2023-04-07,13
1152,662,536.67,2022-05-11,16
1153,138,98.46,2023-01-22,12
1154,450,327.65,2022-11-02,19
1155,230,190.97,2022-12-24,15
1156,476,222.93,2023-04-06,18
1157,690,679.55,2023-11-23,11
1158,122,486.87,2022-09-05,10
1159,208,-133.28,2023-08-09,10
1160,145,888.91,2023-07-01,19
1161,373,427.67,2022-01-17,19
1162,491,-132.88,2022-03-08,17
1163,332,-468.6,2023-05-26,18
1164,586,195.06,2023-05-06,20
1165,568,857.99,2022-01-02,13
1166,372,-366.02,2023-01-08,18
1167,524,30.09,2023-05-09,11
1168,611,-246.59,2022-04-02,10
1169,363,-328.86,2022-04-14,10
1170,185,766.73,2022-01-13,13
1171,615,514.86,2022-04-23,11
1172,506,263.74,2022-12-20,20
1173,144,176.12,2022-12-02,12
1174,540,398.25,2022-09-06,16
1175,349,780.04,2023-05-03,12
1176,324,908.17,2022-05-14,10
1177,105,-35.76,2023-02-06,12
1178,652,285.39,2022-11-19,10
1179,149,163.35,2023-07-29,14
1180,534,-412.69,2023-02-04,11
1181,510,687.11,2022-08-26,12
1182,697,-451.92,2022-03-02,20
1183,237,132.87,2022-01-16,20
1184,588,68.13,2022-12-04,15
1185,673,310.44,2022-08-20,18
1186,500,205.85,2023-12-27,15
1187,593,449.06,2023-03-13,17
1188,155,182.68,2023-06-16,17
1189,691,817.17,2022-09-14,19
1190,214,256.07,2022-12-06,12
1191,604,375.24,2022-12-21,19
1192,690,242.79,2023-12-12,20
1193,185,-99.43,2023-09-09,15
1194,428,524.7,2023-03-22,11
1195,541,414.31,2022-02-22,20
1196,561,836.07,2023-11-23,10
1197,294,-43.72,2023-06-26,18
1198,575,-392.66,2023-04-12,17
1199,464,615.31,2022-10-23,11
1200,507,84.27,2023-07-11,18
1201,667,176.18,2022-05-11,17
1202,619,735.84,2023-03-19,18
1203,493,52.69,2023-09-26,14
1204,437,981.76,2023-05-01,14
1205,128,451.35,2022-09-10,19
1206,328,697.43,2022-01-22,16
1207,395,387.64,2023-01-13,12
1208,698,360.33,2023-10-03,15
1209,299,569.46,2023-05-19,19
1210,412,-238.74,2023-11-08,10
1211,516,-137.36,2023-01-02,12
1212,374,-470.21,2022-10-05,11
1213,470,268.53,2022-11-06,11
1214,238,801.29,2022-07-12,14
1215,155,-490.22,2022-06-26,18
1216,421,261.24,2023-09-14,10
1217,663,-400.81,2023-07-13,12
1218,438,102.0,2022-03-30,11
1219,473,193.61,2023-11-14,12
1220,326,610.05,2022-11-24,19
1221,470,822.08,2023-01-22,14
1222,463,539.47,2023-11-06,15
1223,291,-242.81,2022-02-13,15
1224,578,931.98,2022-11-29,19
1225,189,169.07,2023-08-29,15
1226,439,-188.98,2023-09-12,18
1227,567,0.94,2022-08-15,17
1228,543,-137.24,2023-12-07,17
1229,183,-485.4,2022-08-13,14
1230,481,199.05,2022-01-05,18
1231,687,-72.38,2023-10-21,15
1232,538,752.67,2023-08-05,15
1233,134,-11.25,2022-03-08,11
1234,365,90.83,2023-01-03,20
1235,658,77.11,2022-10-02,15
1236,329,321.29,2023-08-14,17
1237,400,360.51,2022-05-23,10
1238,348,808.73,2023-11-15,15
1239,151,492.61,2023-10-18,16
1240,376,-92.77,2022-05-16,14
1241,218,714.75,2022-01-01,19
1242,546,529.73,2022-04-29,20
1243,659,616.34,2022-11-13,18
1244,232,623.63,2023-09-18,19
1245,108,710.17,2022-10-11,12
1246,624,778.98,2023-03-28,10
1247,120,-186.49,2023-09-30,19
1248,272,752.44,2022-01-17,13
1249,455,-228.03,2022-06-13,17
1250,394,-381.38,2022-12-17,17
1251,578,-181.8,2022-12-23,18
1252,401,512.53,2023-05-23,10
1253,506,973.97,2023-10-20,15
1254,557,782.02,2023-02-17,18
1255,555,-277.21,2022-05-09,20
1256,204,490.75,2022-07-18,20
1257,420,-153.38,2023-05-26,13
1258,341,774.54,2023-11-14,15
1259,236,454.89,2023-09-14,10
1260,418,942.81,2022-06-26,11
1261,619,597.0,2022-10-20,18
1262,459,987.54,2023-07-05,20
1263,404,122.82,2022-11-12,16
1264,111,-231.9,2022-09-26,18
1265,207,639.55,2023-08-29,18
1266,291,9.23,2022-11-09,12
1267,296,300.94,2023-03-22,12
1268,475,865.7,2022-04-16,15
1269,660,526.56,2023-04-16,19
1270,267,587.79,2023-07-15,18
1271,450,-72.54,2023-08-18,15
1272,595,140.99,2024-01-01,15
1273,541,388.77,2022-09-28,18
1274,660,-225.85,2023-03-07,13
1275,661,-314.1,2023-06-05,16
1276,270,805.48,2023-04-28,13
1277,359,261.91,2023-12-24,18
1278,309,824.97,2022-11-08,13
1279,126,404.65,2023-07-22,16
1280,322,-410.2,2022-10-04,17
1281,175,736.07,2023-03-31,20
1282,498,554.78,2022-01-30,10
1283,422,730.53,2023-08-13,16
1284,182,753.41,2023-09-05,11
1285,678,-320.08,2022-03-21,16
1286,683,-161.14,2022-05-18,17
1287,454,633.4,2022-02-24,13
1288,149,593.87,2022-08-11,20
1289,256,7.66,2023-12-05,20
1290,538,-64.6,2023-08-01,10
1291,334,613.69,2023-06-17,20
1292,256,776.04,2022-11-06,15
1293,552,876.32,2023-03-12,12
1294,463,771.5,2022-07-22,14
1295,153,-205.05,2023-02-12,11
1296,633,-100.68,2022-08-09,17
1297,489,-389.83,2022-01-03,10
1298,340,-11.46,2023-10-15,20
1299,405,416.05,2023-11-13,17
1300,554,550.75,2022-01-31,11
1301,413,-477.17,2023-02-28,17
1302,278,611.73,2023-06-17,14
1303,581,-399.1,2023-06-25,18
1304,130,-499.0,2023-04-04,10
1305,277,-68.63,2023-04-16,10
1306,555,-466.31,2022-06-22,20
1307,618,780.77,2022-10-20,12
1308,497,839.79,2023-04-09,17
1309,270,337.64,2022-08-15,19
1310,156,504.38,2023-12-31,14
1311,426,-491.19,2023-08-21,10
1312,621,961.32,2022-09-25,19
1313,468,136.37,2022-07-23,16
1314,374,933.0,2023-08-01,17
1315,643,835.04,2022-11-23,20
1316,189,-35.89,2023-04-14,11
1317,617,120.31,2023-05-08,11
1318,523,749.51,2023-06-04,11
1319,269,214.39,2023-03-21,12
1320,665,937.77,2022-07-20,19
1321,111,782.04,2023-10-04,15
1322,692,-93.8,2023-04-19,20
1323,158,-163.99,2023-12-10,18
1324,617,354.89,2022-04-28,12
1325,444,568.26,2023-05-01,14
1326,677,-251.46,2023-10-25,20
1327,184,857.55,2023-03-15,19
1328,656,322.06,2022-08-16,13
1329,699,909.3,2023-06-14,16
1330,367,-264.04,2022-02-24,10
1331,550,653.47,2022-02-07,17
1332,598,843.63,2023-04-16,14
1333,502,-19.59,2023-03-22,10
1334,626,42.48,2022-05-21,15
1335,689,-184.88,2022-05-16,12
1336,666,618.0,2022-09-12,18
1337,493,181.29,2023-02-04,11
1338,556,703.61,2023-04-11,11
1339,686,736.35,2022-11-16,15
1340,213,561.67,2022-09-22,16
1341,156,691.81,2023-02-28,15
1342,233,-7.78,2023-01-12,20
1343,525,604.26,2022-02-21,13
1344,324,39.46,2022-09-23,14
1345,331,174.95,2022-05-05,20
1346,372,-26.59,2023-03-10,19
1347,129,606.1,2023-09-27,17
1348,472,941.26,2022-04-10,17
1349,498,-181.14,2022-07-12,13
1350,138,329.31,2023-10-22,11
1351,296,710.88,2022-02-06,18
1352,159,677.8,2023-04-08,12
1353,629,-382.3,2022-07-18,10
1354,501,-270.85,2022-04-08,17
1355,507,-350.66,2022-05-29,13
1356,180,619.95,2023-10-03,16
1357,460,409.56,2022-04-02,16
1358,651,-256.13,2023-01-23,18
1359,178,-200.1,2023-12-14,11
1360,694,-149.67,2022-08-03,15
1361,447,199.69,2023-03-27,11
1362,671,201.98,2023-05-01,18
1363,206,806.18,2023-01-06,11
1364,673,-156.36,2023-05-20,18
1365,483,-421.83,2023-08-10,11
1366,104,-116.26,2023-12-15,15
1367,612,-420.01,2022-12-21,20
1368,541,70.84,2023-06-22,20
1369,219,586.03,2023-02-17,12
1370,248,770.04,2023-12-24,11
1371,481,334.34,2022-06-05,11
1372,666,737.16,2023-08-03,15
1373,489,159.75,2023-06-15,20
1374,201,-339.17,2023-10-21,13
1375,461,375.97,2023-02-19,15
1376,677,980.18,2023-12-16,14
1377,667,-100.67,2022-01-26,14
1378,272,-401.16,2022-08-20,17
1379,676,-68.0,2023-01-02,18
1380,612,270.27,2022-09-18,15
1381,368,323.65,2023-05-10,20
1382,618,775.28,2022-03-01,20
1383,112,577.15,2022-10-13,11
1384,631,584.18,2022-09-24,12
1385,549,510.8,2022-10-24,15
1386,526,300.77,2023-01-25,15
1387,436,-238.59,2022-01-14,17
1388,201,101.52,2023-09-29,13
1389,664,660.77,2022-01-30,16
1390,681,-213.12,2023-05-15,17
1391,537,-246.4,2023-01-28,19
1392,425,610.44,2022-01-12,19
1393,425,511.73,2022-03-27,13
1394,138,510.05,2022-06-21,16
1395,230,928.29,2023-10-12,14
1396,221,-14.84,2022-01-18,15
1397,652,-421.12,2022-04-25,17
1398,529,-339.7,2023-03-06,14
1399,550,-71.14,2022-07-14,12
1400,606,169.24,2022-04-13,16
1401,494,297.61,2022-09-21,14
1402,133,910.78,2023-07-19,18
1403,583,821.0,2022-12-24,17
1404,644,-192.69,2023-06-17,13
1405,679,375.63,2022-10-23,11
1406,620,360.18,2022-04-01,11
1407,493,79.22,2022-04-16,16
1408,539,796.21,2023-08-30,14
1409,222,-495.88,2022-11-11,18
1410,445,758.08,2023-07-29,16
1411,679,839.92,2022-08-16,19
1412,243,842.64,2023-02-21,10
1413,353,644.62,2023-09-04,10
1414,484,434.59,2022-08-26,13
1415,633,-132.04,2024-01-01,14
1416,528,613.98,2023-11-10,20
1417,383,670.02,2023-03-19,15
1418,247,912.2,2022-10-17,20
1419,680,5.24,2022-10-12,13
1420,259,-127.33,2022-12-22,13
1421,376,-322.21,2022-07-13,18
1422,237,798.02,2023-12-21,19
1423,239,-202.65,2023-12-29,16
1424,141,707.51,2023-03-19,10
1425,252,-283.43,2023-03-01,19
1426,614,-306.74,2022-07-11,17
1427,682,220.69,2023-05-13,19
1428,567,868.72,2022-09-01,11
1429,325,155.37,2023-10-21,15
1430,644,363.24,2022-11-16,12
1431,286,-446.77,2023-11-16,13
1432,418,562.51,2023-04-23,19
1433,247,171.02,2023-01-05,13
1434,334,-233.01,2023-07-27,16
1435,651,55.61,2022-04-16,15
1436,195,670.48,2022-12-06,16
1437,125,908.81,2023-01-12,13
1438,195,643.91,2022-02-16,16
1439,473,-211.37,2023-03-14,17
1440,161,-0.28,2023-07-13,17
1441,373,518.99,2023-06-09,16
1442,247,834.95,2022-08-21,14
1443,573,724.9,2023-12-08,12
1444,197,4.74,2022-12-15,15
1445,579,850.55,2022-03-28,20
1446,157,-331.05,2022-09-18,12
1447,241,70.02,2022-10-18,14
1448,364,523.3,2022-11-08,14
1449,540,542.99,2023-10-11,19
1450,381,-6.73,2023-08-31,12
1451,532,-290.39,2022-12-11,17
1452,682,352.3,2022-06-13,19
1453,436,-440.68,2023-10-22,12
1454,224,778.99,2022-08-15,20
1455,559,36.91,2023-12-02,14
1456,544,-323.75,2023-01-07,16
1457,688,-312.88,2023-09-06,16
1458,470,-429.07,2023-02-26,11
1459,554,509.75,2022-06-12,13
1460,205,-127.05,2022-12-15,10
1461,309,515.1,2022-03-16,13
1462,271,74.15,2023-06-09,19
1463,341,259.07,2023-06-10,14
1464,584,-322.3,2023-01-17,17
1465,505,742.9,2022-01-09,15
1466,645,-295.74,2023-11-09,18
1467,152,464.35,2022-08-28,16
1468,225,-368.76,2022-04-06,16
1469,291,-310.44,2023-09-05,17
1470,571,51.1,2023-09-08,14
1471,351,205.5,2022-11-19,13
1472,674,807.11,2023-09-18,13
1473,141,-299.25,2023-06-06,11
1474,155,22.98,2023-10-03,11
1475,210,933.51,2023-03-27,15
1476,350,621.45,2022-05-29,19
1477,655,664.33,2022-10-22,11
1478,130,755.98,2023-02-27,12
1479,431,-106.12,2023-08-30,14
1480,695,711.71,2022-09-11,19
1481,665,499.6,2023-05-10,14
1482,409,-28.77,2022-02-08,12
1483,246,528.7,2023-01-21,12
1484,454,154.2,2022-07-31,10
1485,430,-224.25,2023-06-09,13
1486,428,-481.83,2022-09-11,14
1487,647,-307.52,2023-09-05,11
1488,176,-44.89,2022-03-07,15
1489,360,-199.36,2023-04-05,11
1490,481,-352.77,2023-05-02,14
1491,134,-60.54,2022-10-04,14
1492,507,740.46,2022-11-11,10
1493,434,573.27,2023-04-09,19
1494,455,171.75,2022-01-24,11
1495,623,-38.43,2022-01-25,11
1496,148,-183.9,2023-04-13,18
1497,607,605.06,2023-05-06,17
1498,336,947.93,2023-04-16,12
1499,233,879.14,2023-10-06,14
1500,645,-125.85,2023-08-05,17
1501,106,99.37,2022-05-09,14
1502,180,405.95,2023-08-27,17
1503,415,553.64,2023-04-27,11
1504,513,613.84,2023-09-22,17
1505,141,-81.24,2022-02-10,11
1506,529,-67.68,2023-01-30,11
1507,666,567.66,2022-11-26,11
1508,496,840.7,2022-08-19,10
1509,677,175.81,2023-12-13,13
1510,133,640.04,2022-12-19,16
1511,470,-218.38,2022-12-22,14
1512,674,879.52,2022-12-16,19
1513,631,-176.72,2023-09-17,10
1514,345,908.05,2022-10-11,15
1515,550,-16.73,2022-09-03,14
1516,354,215.95,2022-06-22,11
1517,364,251.46,2023-10-17,15
1518,444,-26.96,2022-02-20,18
1519,197,772.27,2023-04-17,20
1520,367,923.5,2023-01-23,18
1521,646,313.65,2023-07-30,20
1522,379,6.24,2023-01-07,15
1523,649,614.15,2022-08-27,12
1524,311,703.93,2022-05-15,11
1525,262,998.74,2023-01-21,12
1526,401,375.05,2023-01-21,19
1527,499,792.03,2023-05-13,15
1528,320,275.16,2023-11-19,17
1529,117,13.02,2023-07-28,18
1530,316,-445.92,2023-12-19,19
1531,134,-405.76,2023-05-22,18
1532,625,176.97,2023-05-20,15
1533,657,-288.89,2023-12-26,19
1534,575,198.84,2022-11-16,18
1535,171,222.66,2022-09-22,20
1536,684,313.31,2022-04-13,12
1537,146,144.8,2022-11-04,19
1538,105,345.51,2022-04-07,10
1539,232,408.76,2022-11-24,18
1540,545,866.69,2023-03-30,18
1541,651,788.15,2022-05-08,18
1542,399,-43.55,2023-08-29,13
1543,558,-356.38,2022-06-18,11
1544,303,190.64,2022-08-25,13
1545,689,469.23,2022-09-04,16
1546,566,438.75,2022-01-22,20
1547,201,-294.27,2022-10-03,17
1548,535,639.35,2022-05-31,10
1549,530,948.0,2023-11-07,15
1550,323,10.16,2022-01-16,19
1551,579,-368.34,2022-10-09,13
1552,637,182.11,2022-02-18,12
1553,404,674.63,2022-02-14,20
1554,456,802.38,2023-06-22,13
1555,177,-220.53,2023-09-22,19
1556,419,-414.18,2022-12-10,12
1557,531,264.27,2022-09-30,11
1558,419,479.33,2023-03-11,17
1559,609,882.92,2022-09-24,16
1560,442,69.95,2023-03-28,15
1561,219,959.12,2022-09-30,15
1562,250,-468.36,2022-03-03,14
1563,629,538.85,2023-07-19,19
1564,695,317.77,2022-08-30,14
1565,594,947.04,2022-02-18,20
1566,137,774.51,2022-06-04,18
1567,595,765.83,2022-09-21,10
1568,123,858.81,2023-02-09,10
1569,415,668.46,2022-06-24,14
1570,648,862.38,2023-02-23,17
1571,300,-122.11,2023-12-31,19
1572,492,209.12,2023-11-23,14
1573,171,481.72,2023-10-07,13
1574,328,994.2,2023-06-04,15
1575,481,635.56,2023-03-22,17
1576,481,1.59,2022-11-05,17
1577,238,763.08,2022-01-11,18
